pid,sawa2,line,offwrist,activity,marker,whitelight,redlight,greenlight,bluelight,wake,interval,starth,day,dayofweek,validday,time
29881087,1,56,0,21,0,293.89,16.6,28,11,1,ACTIVE,0,0,3,0,11:24:30
29881087,1,57,0,226,0,92.8,6.01,8.69,3.14,1,ACTIVE,0,0,3,0,11:25:00
29881087,1,58,0,0,0,83.3,8.88,7.15,0.975,1,ACTIVE,0,0,3,0,11:25:30
29881087,1,59,0,0,0,175.03,18.9,14.9,2.17,1,ACTIVE,0,0,3,0,11:26:00
29881087,1,60,0,1,0,166.75,17.8,14.3,2.08,0,ACTIVE,0,0,3,0,11:26:30
29881087,1,61,0,27,0,167.37,9.68,15.9,5.88,1,ACTIVE,0,0,3,0,11:27:00
29881087,1,62,0,6,0,286.25,18.5,26.8,9.68,1,ACTIVE,0,0,3,0,11:27:30
29881087,1,63,0,75,0,303.37,18.9,28.6,10.1,1,ACTIVE,0,0,3,0,11:28:00
29881087,1,64,0,109,0,288.1,22.1,26.2,8.88,1,ACTIVE,0,0,3,0,11:28:30
29881087,1,65,0,1,0,133.69,10.1,12.3,3.42,1,ACTIVE,0,0,3,0,11:29:00
29881087,1,66,0,4,0,86.2,8.88,7.47,1.09,1,ACTIVE,0,0,3,0,11:29:30
29881087,1,67,0,0,0,0,0,0,0,0,ACTIVE,0,0,3,0,11:30:00
29881087,1,68,0,47,0,126.79,8.69,11.8,4.16,1,ACTIVE,0,0,3,0,11:30:30
29881087,1,69,0,0,0,0,0,0,0,0,ACTIVE,0,0,3,0,11:31:00
29881087,1,70,0,7,0,72.37,7.97,6.14,0.875,0,ACTIVE,0,0,3,0,11:31:30
29881087,1,71,0,1,0,0.01,0.0049,0,0,0,ACTIVE,0,0,3,0,11:32:00
29881087,1,72,0,0,0,0.01,0.0049,0,0,0,ACTIVE,0,0,3,0,11:32:30
29881087,1,73,0,0,0,0.03,0.0146,0,0,0,ACTIVE,0,0,3,0,11:33:00
29881087,1,74,0,0,0,0.03,0.0146,0,0,0,ACTIVE,0,0,3,0,11:33:30
29881087,1,75,0,0,0,0.03,0.0146,0,0,0,ACTIVE,0,0,3,0,11:34:00
29881087,1,76,0,1,0,0.01,0.0049,0,0,0,ACTIVE,0,0,3,0,11:34:30
29881087,1,77,0,0,0,0.01,0.0049,0,0,0,ACTIVE,0,0,3,0,11:35:00
29881087,1,78,0,6,0,0.01,0.0049,0,0,0,ACTIVE,0,0,3,0,11:35:30
29881087,1,79,0,2,0,0.01,0.0049,0,0,0,ACTIVE,0,0,3,0,11:36:00
29881087,1,80,0,0,0,0.01,0.0049,0,0,0,ACTIVE,0,0,3,0,11:36:30
29881087,1,81,0,0,0,137.88,14.9,11.8,1.67,0,ACTIVE,0,0,3,0,11:37:00
29881087,1,82,0,47,0,225.8,17.4,20.7,5.88,1,ACTIVE,0,0,3,0,11:37:30
29881087,1,83,0,60,0,159.9,10.8,14.9,4.84,1,ACTIVE,0,0,3,0,11:38:00
29881087,1,84,0,40,0,209.2,14.6,19.4,6.7,1,ACTIVE,0,0,3,0,11:38:30
29881087,1,85,0,80,0,336.91,23.5,31.2,10.8,1,ACTIVE,0,0,3,0,11:39:00
29881087,1,86,0,0,0,391.6,30.5,35.5,12,0,ACTIVE,0,0,3,0,11:39:30
29881087,1,87,0,0,0,391.6,30.5,35.5,12,0,ACTIVE,0,0,3,0,11:40:00
29881087,1,88,0,0,0,391.6,30.5,35.5,12,0,ACTIVE,0,0,3,0,11:40:30
29881087,1,89,0,0,0,391.6,30.5,35.5,12,0,ACTIVE,0,0,3,0,11:41:00
29881087,1,90,0,80,0,192.33,15.3,17.4,5.88,1,ACTIVE,0,0,3,0,11:41:30
29881087,1,91,0,6,0,0.01,0.0049,0,0,0,ACTIVE,0,0,3,0,11:42:00
29881087,1,92,0,15,0,218.46,15.3,20.2,7,1,ACTIVE,0,0,3,0,11:42:30
29881087,1,93,0,1,0,0.01,0.0049,0,0,0,ACTIVE,0,0,3,0,11:43:00
29881087,1,94,0,1,0,0.01,0.0049,0,0,0,ACTIVE,0,0,3,0,11:43:30
29881087,1,95,0,4,0,0.01,0.0049,0,0,1,ACTIVE,0,0,3,0,11:44:00
29881087,1,96,0,15,0,96.97,10.3,8.32,1.16,1,ACTIVE,0,0,3,0,11:44:30
29881087,1,97,0,145,0,15.67,1.5,1.35,0.487,1,ACTIVE,0,0,3,0,11:45:00
29881087,1,98,0,155,0,163.62,10.3,15.3,6.56,1,ACTIVE,0,0,3,0,11:45:30
29881087,1,99,0,12,0,116.6,8.32,11,1.5,1,ACTIVE,0,0,3,0,11:46:00
29881087,1,100,0,167,0,100.44,3.5,10.1,3.81,1,ACTIVE,0,0,3,0,11:46:30
29881087,1,101,0,1,0,0.05,0.0245,0,0,1,ACTIVE,0,0,3,0,11:47:00
29881087,1,102,0,0,0,0.08,0.0339,0,0,1,ACTIVE,0,0,3,0,11:47:30
29881087,1,103,0,0,0,0.08,0.0339,0,0,0,ACTIVE,0,0,3,0,11:48:00
29881087,1,104,0,0,0,0.05,0.0245,0,0,0,ACTIVE,0,0,3,0,11:48:30
29881087,1,105,0,7,0,0.05,0.0245,0,0,0,ACTIVE,0,0,3,0,11:49:00
29881087,1,106,0,0,0,3.87,0.219,0.368,0.151,0,ACTIVE,0,0,3,0,11:49:30
29881087,1,107,0,16,0,2.36,0.065,0.244,0.0756,1,ACTIVE,0,0,3,0,11:50:00
29881087,1,108,0,29,0,0.01,0.0049,0,0,1,ACTIVE,0,0,3,0,11:50:30
29881087,1,109,0,1,0,0.03,0.0146,0,0,1,ACTIVE,0,0,3,0,11:51:00
29881087,1,110,0,57,0,160.9,11,14.9,5.28,1,ACTIVE,0,0,3,0,11:51:30
29881087,1,111,0,160,0,257.21,11.8,25.1,10.3,1,ACTIVE,0,0,3,0,11:52:00
29881087,1,112,0,106,0,274.22,12.6,26.8,10.8,1,ACTIVE,0,0,3,0,11:52:30
29881087,1,113,0,117,0,199.31,12,18.5,9.47,1,ACTIVE,0,0,3,0,11:53:00
29881087,1,114,0,155,0,243.46,12,23.5,9.89,1,ACTIVE,0,0,3,0,11:53:30
29881087,1,115,0,219,0,109.21,7.47,10.1,3.81,1,ACTIVE,0,0,3,0,11:54:00
29881087,1,116,0,226,0,506.43,39.6,46.1,14.3,1,ACTIVE,0,0,3,0,11:54:30
29881087,1,117,0,250,0,88.74,6.01,8.32,2.37,1,ACTIVE,0,0,3,0,11:55:00
29881087,1,118,0,155,0,3.67,0.277,0.337,0.0939,1,ACTIVE,0,0,3,0,11:55:30
29881087,1,119,0,167,0,21,2.17,1.79,0.498,1,ACTIVE,0,0,3,0,11:56:00
29881087,1,120,0,1,0,23.57,2.08,2.08,0.689,1,ACTIVE,0,0,3,0,11:56:30
29881087,1,121,0,336,0,1660.93,114,158,19.8,1,ACTIVE,0,0,3,0,11:57:00
29881087,1,122,0,295,0,107.31,22.1,2.64,32.6,1,ACTIVE,0,0,3,0,11:57:30
29881087,1,123,0,336,0,4593.27,142,458,249,1,ACTIVE,0,0,3,0,11:58:00
29881087,1,124,0,449,0,3222.22,114,317,180,1,ACTIVE,0,0,3,0,11:58:30
29881087,1,125,0,198,0,10443.44,676,956,532,1,ACTIVE,0,0,3,0,11:59:00
29881087,1,126,0,324,0,77699.39,4260,7320,3820,1,ACTIVE,0,0,3,0,11:59:30
29881087,1,127,0,250,0,95739.77,2220,9910,3660,1,ACTIVE,0,1,3,1,12:00:00
29881087,1,128,0,295,0,58113.91,935,6160,1950,1,ACTIVE,0,1,3,1,12:00:30
29881087,1,129,0,295,0,151521.9,2700,15600,7980,1,ACTIVE,0,1,3,1,12:01:00
29881087,1,130,0,324,0,54140.09,821,5650,2650,1,ACTIVE,0,1,3,1,12:01:30
29881087,1,131,0,250,0,16211.79,661,1570,896,1,ACTIVE,0,1,3,1,12:02:00
29881087,1,132,0,185,0,11573.55,1720,324,4550,1,ACTIVE,0,1,3,1,12:02:30
29881087,1,133,0,358,0,3117.36,488,61,1380,1,ACTIVE,0,1,3,1,12:03:00
29881087,1,134,0,130,0,2979.44,136,290,125,1,ACTIVE,0,1,3,1,12:03:30
29881087,1,135,0,160,0,44493.44,896,4550,2480,1,ACTIVE,0,1,3,1,12:04:00
29881087,1,136,0,285,0,6545.15,896,155,2950,1,ACTIVE,0,1,3,1,12:04:30
29881087,1,137,0,347,0,48908.21,1410,4960,2180,1,ACTIVE,0,1,3,1,12:05:00
29881087,1,138,0,324,0,24863.02,935,2480,998,1,ACTIVE,0,1,3,1,12:05:30
29881087,1,139,0,435,0,19661.88,1090,1870,804,1,ACTIVE,0,1,3,1,12:06:00
29881087,1,140,0,408,0,37652.02,2130,3580,1440,1,ACTIVE,0,1,3,1,12:06:30
29881087,1,141,0,267,0,36255.36,2080,3430,1470,1,ACTIVE,0,1,3,1,12:07:00
29881087,1,142,0,358,0,33254.58,1870,3150,1440,1,ACTIVE,0,1,3,1,12:07:30
29881087,1,143,0,336,0,22469.76,1290,2130,876,1,ACTIVE,0,1,3,1,12:08:00
29881087,1,144,0,383,0,34848.41,2080,3280,1350,1,ACTIVE,0,1,3,1,12:08:30
29881087,1,145,0,435,0,41997.23,2370,3990,1640,1,ACTIVE,0,1,3,1,12:09:00
29881087,1,146,0,395,0,44099.14,2590,4170,1720,1,ACTIVE,0,1,3,1,12:09:30
29881087,1,147,0,435,0,34699.56,2430,3150,1640,1,ACTIVE,0,1,3,1,12:10:00
29881087,1,148,0,267,0,27753.65,1540,2650,1090,1,ACTIVE,0,1,3,1,12:10:30
29881087,1,149,0,258,0,9363.09,521,896,338,1,ACTIVE,0,1,3,1,12:11:00
29881087,1,150,0,395,0,6291.44,385,593,224,1,ACTIVE,0,1,3,1,12:11:30
29881087,1,151,0,495,0,5257.13,353,488,184,1,ACTIVE,0,1,3,1,12:12:00
29881087,1,152,0,336,0,5790.39,402,532,219,1,ACTIVE,0,1,3,1,12:12:30
29881087,1,153,0,511,0,8657.59,544,786,521,1,ACTIVE,0,1,3,1,12:13:00
29881087,1,154,0,421,0,4603.74,162,458,219,1,ACTIVE,0,1,3,1,12:13:30
29881087,1,155,0,285,0,5189.88,210,510,239,1,ACTIVE,0,1,3,1,12:14:00
29881087,1,156,0,358,0,3549.97,125,353,169,1,ACTIVE,0,1,3,1,12:14:30
29881087,1,157,0,435,0,29362.42,1720,2760,1270,1,ACTIVE,0,1,3,1,12:15:00
29881087,1,158,0,267,0,21914.85,839,2180,915,1,ACTIVE,0,1,3,1,12:15:30
29881087,1,159,0,258,0,5800.2,244,568,261,1,ACTIVE,0,1,3,1,12:16:00
29881087,1,160,0,234,0,6519.05,303,633,278,1,ACTIVE,0,1,3,1,12:16:30
29881087,1,161,0,304,0,19760.88,896,1950,620,1,ACTIVE,0,1,3,1,12:17:00
29881087,1,162,0,464,0,25529.66,1570,2370,1160,1,ACTIVE,0,1,3,1,12:17:30
29881087,1,163,0,358,0,35052.36,2180,3280,1350,1,ACTIVE,0,1,3,1,12:18:00
29881087,1,164,0,703,0,40108.89,2480,3740,1720,1,ACTIVE,0,1,3,1,12:18:30
29881087,1,165,0,395,0,8418.07,691,753,272,1,ACTIVE,0,1,3,1,12:19:00
29881087,1,166,0,370,0,20654.97,977,2040,581,1,ACTIVE,0,1,3,1,12:19:30
29881087,1,167,0,324,0,17990.85,839,1750,721,1,ACTIVE,0,1,3,1,12:20:00
29881087,1,168,0,408,0,26972.02,1720,2530,915,1,ACTIVE,0,1,3,1,12:20:30
29881087,1,169,0,435,0,1942.91,458,38.7,544,1,ACTIVE,0,1,3,1,12:21:00
29881087,1,170,0,347,0,6319.44,331,606,255,1,ACTIVE,0,1,3,1,12:21:30
29881087,1,171,0,285,0,5125.12,229,499,229,1,ACTIVE,0,1,3,1,12:22:00
29881087,1,172,0,370,0,7930.32,368,770,345,1,ACTIVE,0,1,3,1,12:22:30
29881087,1,173,0,304,0,1306.42,53.6,130,43.2,1,ACTIVE,0,1,3,1,12:23:00
29881087,1,174,0,324,0,3.98,0.751,0.26,0.0347,1,ACTIVE,0,1,3,1,12:23:30
29881087,1,175,0,140,0,7.07,1.44,0.437,0.0559,1,ACTIVE,0,1,3,1,12:24:00
29881087,1,176,0,421,0,8.13,1.67,0.498,0.065,1,ACTIVE,0,1,3,1,12:24:30
29881087,1,177,0,324,0,5.17,0.467,0.457,0.13,1,ACTIVE,0,1,3,1,12:25:00
29881087,1,178,0,449,0,1.74,0.228,0.139,0.0206,1,ACTIVE,0,1,3,1,12:25:30
29881087,1,179,0,324,0,2.73,0.228,0.244,0.088,1,ACTIVE,0,1,3,1,12:26:00
29881087,1,180,0,347,0,6.09,0.52,0.543,0.165,1,ACTIVE,0,1,3,1,12:26:30
29881087,1,181,0,0,0,2.43,0.29,0.2,0.0298,1,ACTIVE,0,1,3,1,12:27:00
29881087,1,182,0,1,0,2.18,0.277,0.176,0.0256,1,ACTIVE,0,1,3,1,12:27:30
29881087,1,183,0,0,0,2.86,0.29,0.244,0.0756,1,ACTIVE,0,1,3,1,12:28:00
29881087,1,184,0,0,0,2.18,0.277,0.176,0.0256,1,ACTIVE,0,1,3,1,12:28:30
29881087,1,185,0,1,0,2.18,0.277,0.176,0.0256,1,ACTIVE,0,1,3,1,12:29:00
29881087,1,186,0,219,0,5.4,0.437,0.487,0.151,1,ACTIVE,0,1,3,1,12:29:30
29881087,1,187,0,250,0,5.35,0.41,0.487,0.165,1,ACTIVE,0,1,3,1,12:30:00
29881087,1,188,0,449,0,4.2,0.384,0.368,0.117,1,ACTIVE,0,1,3,1,12:30:30
29881087,1,189,0,347,0,15.74,1.44,1.38,0.447,1,ACTIVE,0,1,3,1,12:31:00
29881087,1,190,0,191,0,23.58,2.08,2.08,0.704,1,ACTIVE,0,1,3,1,12:31:30
29881087,1,191,0,198,0,15.74,1.79,1.29,0.437,1,ACTIVE,0,1,3,1,12:32:00
29881087,1,192,0,211,0,31.3,2.82,2.76,0.856,1,ACTIVE,0,1,3,1,12:32:30
29881087,1,193,0,150,0,4.99,0.837,0.352,0.0512,1,ACTIVE,0,1,3,1,12:33:00
29881087,1,194,0,160,0,6.54,0.954,0.498,0.0694,1,ACTIVE,0,1,3,1,12:33:30
29881087,1,195,0,102,0,13.96,1.35,1.21,0.352,1,ACTIVE,0,1,3,1,12:34:00
29881087,1,196,0,160,0,12.75,1.21,1.11,0.33,1,ACTIVE,0,1,3,1,12:34:30
29881087,1,197,0,126,0,29.99,2.42,2.7,0.933,1,ACTIVE,0,1,3,1,12:35:00
29881087,1,198,0,70,0,3.28,0.303,0.277,0.165,1,ACTIVE,0,1,3,1,12:35:30
29881087,1,199,0,408,0,4.15,0.337,0.368,0.165,1,ACTIVE,0,1,3,1,12:36:00
29881087,1,200,0,140,0,2.54,0.345,0.2,0.0206,1,ACTIVE,0,1,3,1,12:36:30
29881087,1,201,0,39,0,2.13,0.26,0.176,0.0162,1,ACTIVE,0,1,3,1,12:37:00
29881087,1,202,0,135,0,15.37,3.73,0.802,0.09,1,ACTIVE,0,1,3,1,12:37:30
29881087,1,203,0,126,0,26.35,6.01,1.47,0.169,1,ACTIVE,0,1,3,1,12:38:00
29881087,1,204,0,370,0,19.4,4.95,0.954,0.1,1,ACTIVE,0,1,3,1,12:38:30
29881087,1,205,0,185,0,27.65,5.63,1.71,0.188,1,ACTIVE,0,1,3,1,12:39:00
29881087,1,206,0,16,0,48.98,10.3,2.94,0.345,1,ACTIVE,0,1,3,1,12:39:30
29881087,1,207,0,370,0,12.9,2.94,0.72,0.0861,1,ACTIVE,0,1,3,1,12:40:00
29881087,1,208,0,449,0,5.25,0.618,0.437,0.0512,1,ACTIVE,0,1,3,1,12:40:30
29881087,1,209,0,167,0,12.91,2.76,0.768,0.0861,1,ACTIVE,0,1,3,1,12:41:00
29881087,1,210,0,47,0,20.4,5.06,1.04,0.105,1,ACTIVE,0,1,3,1,12:41:30
29881087,1,211,0,198,0,6.19,1.64,0.29,0.0298,1,ACTIVE,0,1,3,1,12:42:00
29881087,1,212,0,295,0,0.78,0.151,0.0501,0.007,1,ACTIVE,0,1,3,1,12:42:30
29881087,1,213,0,191,0,2.55,0.447,0.176,0.0206,1,ACTIVE,0,1,3,1,12:43:00
29881087,1,214,0,140,0,4.71,1.09,0.26,0.0298,1,ACTIVE,0,1,3,1,12:43:30
29881087,1,215,0,135,0,15.01,2.13,1.16,0.151,1,ACTIVE,0,1,3,1,12:44:00
29881087,1,216,0,173,0,7.44,1.6,0.437,0.0559,1,ACTIVE,0,1,3,1,12:44:30
29881087,1,217,0,527,0,15.33,2.47,1.11,0.13,1,ACTIVE,0,1,3,1,12:45:00
29881087,1,218,0,250,0,3352.55,510,249,37.1,1,ACTIVE,0,1,3,1,12:45:30
29881087,1,219,0,204,0,21583.35,1910,1910,568,1,ACTIVE,0,1,3,1,12:46:00
29881087,1,220,0,395,0,2545.64,205,229,80.9,1,ACTIVE,0,1,3,1,12:46:30
29881087,1,221,0,336,0,7195.86,606,647,173,1,ACTIVE,0,1,3,1,12:47:00
29881087,1,222,0,383,0,4532.64,125,468,148,1,ACTIVE,0,1,3,1,12:47:30
29881087,1,223,0,314,0,2979.08,448,224,26.2,1,ACTIVE,0,1,3,1,12:48:00
29881087,1,224,0,324,0,1816.42,155,162,52.4,1,ACTIVE,0,1,3,1,12:48:30
29881087,1,225,0,234,0,5019.58,385,458,148,1,ACTIVE,0,1,3,1,12:49:00
29881087,1,226,0,285,0,2342.79,234,201,61,1,ACTIVE,0,1,3,1,12:49:30
29881087,1,227,0,65,0,3598.96,297,324,100,1,ACTIVE,0,1,3,1,12:50:00
29881087,1,228,0,211,0,1945.97,173,173,48.1,1,ACTIVE,0,1,3,1,12:50:30
29881087,1,229,0,219,0,435.6,32.6,39.6,15.6,1,ACTIVE,0,1,3,1,12:51:00
29881087,1,230,0,55,0,272.3,14.6,26.2,9.47,1,ACTIVE,0,1,3,1,12:51:30
29881087,1,231,0,22,0,281.1,14,27.4,9.47,1,ACTIVE,0,1,3,1,12:52:00
29881087,1,232,0,22,0,303.42,34,25.1,7.63,1,ACTIVE,0,1,3,1,12:52:30
29881087,1,233,0,121,0,138.75,12.3,12.3,3.65,1,ACTIVE,0,1,3,1,12:53:00
29881087,1,234,0,173,0,130.32,10.8,11.5,5.17,1,ACTIVE,0,1,3,1,12:53:30
29881087,1,235,0,167,0,168.63,13.1,15.3,5.51,1,ACTIVE,0,1,3,1,12:54:00
29881087,1,236,0,211,0,115.45,11.5,9.89,3.07,1,ACTIVE,0,1,3,1,12:54:30
29881087,1,237,0,130,0,135.78,12,12,3.57,1,ACTIVE,0,1,3,1,12:55:00
29881087,1,238,0,155,0,155.22,12.3,14,5.06,1,ACTIVE,0,1,3,1,12:55:30
29881087,1,239,0,29,0,0.58,0.0981,0.0162,0.2,1,ACTIVE,0,1,3,1,12:56:00
29881087,1,240,0,27,0,0,0,0,0,1,ACTIVE,0,1,3,1,12:56:30
29881087,1,241,0,60,0,105.68,10.6,9.07,2.64,1,ACTIVE,0,1,3,1,12:57:00
29881087,1,242,0,31,0,94.4,10.3,7.8,3.01,1,ACTIVE,0,1,3,1,12:57:30
29881087,1,243,0,94,0,96.91,6.28,9.07,3.28,1,ACTIVE,0,1,3,1,12:58:00
29881087,1,244,0,52,0,191.25,10.3,18.5,5.51,1,ACTIVE,0,1,3,1,12:58:30
29881087,1,245,0,15,0,51.51,7.63,3.9,0.467,1,ACTIVE,0,1,3,1,12:59:00
29881087,1,246,0,87,0,137.66,13.7,11.8,3.98,1,ACTIVE,0,1,3,1,12:59:30
29881087,1,247,0,17,0,201.77,15.3,18.5,5.17,1,ACTIVE,0,1,3,1,13:00:00
29881087,1,248,0,11,0,245.22,20.7,22.1,5.88,1,ACTIVE,0,1,3,1,13:00:30
29881087,1,249,0,39,0,135.11,10.8,12.3,3.35,1,ACTIVE,0,1,3,1,13:01:00
29881087,1,250,0,12,0,11.94,1.57,0.954,0.112,1,ACTIVE,0,1,3,1,13:01:30
29881087,1,251,0,65,0,69.8,3.81,6.7,2.47,1,ACTIVE,0,1,3,1,13:02:00
29881087,1,252,0,39,0,127.38,6.56,12.3,4.84,1,ACTIVE,0,1,3,1,13:02:30
29881087,1,253,0,52,0,230.03,15.3,21.6,6.7,1,ACTIVE,0,1,3,1,13:03:00
29881087,1,254,0,26,0,35.28,3.35,3.07,0.894,1,ACTIVE,0,1,3,1,13:03:30
29881087,1,255,0,36,0,38.36,2.37,3.65,1.04,1,ACTIVE,0,1,3,1,13:04:00
29881087,1,256,0,52,0,139.07,5.88,13.7,5.63,1,ACTIVE,0,1,3,1,13:04:30
29881087,1,257,0,37,0,112.02,6.56,10.6,4.64,1,ACTIVE,0,1,3,1,13:05:00
29881087,1,258,0,21,0,0.16,0.0724,0,0,1,ACTIVE,0,1,3,1,13:05:30
29881087,1,259,0,25,0,0.55,0.151,0.0251,0,1,ACTIVE,0,1,3,1,13:06:00
29881087,1,260,0,80,0,17.2,1.04,1.64,0.498,1,ACTIVE,0,1,3,1,13:06:30
29881087,1,261,0,150,0,94.65,6.85,8.69,3.14,1,ACTIVE,0,1,3,1,13:07:00
29881087,1,262,0,40,0,119.17,7.47,11.3,3.65,1,ACTIVE,0,1,3,1,13:07:30
29881087,1,263,0,4,0,106,8.32,9.68,2.58,1,ACTIVE,0,1,3,1,13:08:00
29881087,1,264,0,126,0,200.25,17,17.8,6.56,1,ACTIVE,0,1,3,1,13:08:30
29881087,1,265,0,258,0,36.59,3.9,3.14,0.437,1,ACTIVE,0,1,3,1,13:09:00
29881087,1,266,0,185,0,46.13,5.51,3.81,0.487,1,ACTIVE,0,1,3,1,13:09:30
29881087,1,267,0,258,0,689.65,38.7,68,7.63,1,ACTIVE,0,1,3,1,13:10:00
29881087,1,268,0,121,0,14221.43,1110,1290,393,1,ACTIVE,0,1,3,1,13:10:30
29881087,1,269,0,130,0,2820.3,297,244,24,1,ACTIVE,0,1,3,1,13:11:00
