0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1.0000000000000002,0.007702839387352047,0.0044549763866955465,0.012199358974092142,0.0009743670108917997,7.417593047014508e-05,0.0001350567706420609,0.000569668730834415,0.00022063065464305397,0.00022261040385089357,0.0002790570266998585,0.0005443570609960511,2.2759884440737838e-05,0.0002624289361380915,7.291108313951953e-05,1.329586566013223e-05,1.892798777123489e-05,1.2285191117000438e-05,1.913280233823661e-05,8.356029321124907e-05
0.007702839387352053,0.9999999999999999,0.9461532953945019,0.22353354066158698,0.03953025929865901,0.001471611718538379,0.0037563297938796197,0.012158303924641203,0.0065713920972185385,0.004280159582842119,0.009292739802617439,0.008091253384827767,0.00032555594840580587,0.0044221458084469254,0.0033149868240842824,0.00022568535273418048,0.0006770550908533956,0.00019264189525233934,0.0005819950753526424,0.0010954292998423384
0.004454976386695564,0.9461532953945019,0.9999999999999999,0.1850324153480488,0.04991742697005027,0.0019405865449680813,0.004865403824733864,0.011082700712499949,0.008597336968679372,0.003271648654611453,0.008322084058945608,0.004507088568675928,0.0005947356878081948,0.0028098012341840764,0.0031698362736664013,0.00023980915497489138,0.0007182676496577097,0.0002537719142472533,0.0005937995102246057,0.000724901617458947
0.012199358974092175,0.223533540661587,0.1850324153480488,1.0,0.6579819209472083,0.04060463905263552,0.08692368199895553,0.2503712129121575,0.13380573664861067,0.06809405522205125,0.12153494732758195,0.07235062387946829,0.003993928762294143,0.04199754755085455,0.03459241669499532,0.001401072576959944,0.007160807890082279,0.003037570039654395,0.006495629728363809,0.00696573017751879
0.0009743670108917999,0.039530259298659054,0.04991742697005025,0.6579819209472083,1.0,0.1378948358890778,0.21798786248792265,0.5495872803608024,0.20877408576009762,0.11287849375074112,0.10173663452953657,0.07798843390969597,0.004857426569004039,0.056417626916309416,0.030808228051969193,0.002097140573316216,0.005517426794050974,0.001860247356292175,0.004959245268305353,0.007054038507656182
7.417593047014761e-05,0.001471611718538374,0.0019405865449680898,0.040604639052635526,0.1378948358890778,1.0000000000000002,0.9915814861019673,0.06428770179101945,0.2919415780735029,0.26385172508410853,0.1054653105973414,0.08882127594832645,0.002877386308470194,0.05709243277560322,0.0681392776811156,0.0005384064878984679,0.009221408439368148,0.0002337251079750073,0.008604238331504956,0.0023875122777260844
0.00013505677064205623,0.003756329793879618,0.004865403824733864,0.08692368199895549,0.21798786248792265,0.9915814861019673,1.0,0.1631027150645237,0.3739558211283401,0.32180520062605444,0.1476813449669972,0.11069064429105381,0.006066875283114565,0.07247531536658879,0.07580452443646647,0.0012364228617309581,0.010826215790797053,0.0007595254932433597,0.009915815982023884,0.003828968122441062
0.0005696687308344137,0.012158303924641223,0.011082700712499926,0.2503712129121575,0.5495872803608024,0.06428770179101945,0.1631027150645237,1.0000000000000002,0.6179917059952437,0.333304374100166,0.5247012156695711,0.18040241767054024,0.006113678587378909,0.09290756793100263,0.03855687721335886,0.0016105790851141612,0.006034410298101063,0.0010079914954817014,0.0062087409484135265,0.008984544922781378
0.0002206306546430468,0.0065713920972185254,0.008597336968679386,0.13380573664861067,0.20877408576009762,0.2919415780735029,0.37395582112834,0.6179917059952437,0.9999999999999999,0.8907596616502251,0.6318413525129074,0.3574120320667508,0.04320091580584148,0.22530499644419724,0.1468788606389311,0.006329726228531109,0.025594021365650584,0.005196784234222896,0.019705698932187772,0.01502365300394279
0.00022261040385090165,0.004280159582842119,0.0032716486546114604,0.06809405522205125,0.11287849375074115,0.26385172508410853,0.3218052006260544,0.333304374100166,0.8907596616502249,1.0,0.622342312207619,0.44217740995452104,0.036670823665411384,0.2885962231647011,0.23387006446929495,0.005861936122487209,0.038208723420613294,0.009088077122216633,0.029053720743416136,0.012610330637816837
0.00027905702669985563,0.009292739802617439,0.008322084058945608,0.12153494732758195,0.10173663452953656,0.1054653105973414,0.1476813449669972,0.524701215669571,0.6318413525129074,0.622342312207619,1.0,0.4940285620479167,0.030334838453647022,0.25460571182063335,0.10525277267005631,0.004957216552523226,0.014243243585327196,0.004946316544939574,0.016917421160385814,0.01944658620983051
