0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1.0000000000000002,0.006652090954917188,0.018547429238236664,0.0010561467630310687,0.0012779547933466113,0.0003977530514216584,0.00017249142219895704,0.0013419310370209627,0.0005350002544239503,0.0007896917772786834,0.0004581925022399504,0.0017133255461068103,0.0012657081666585124,0.0050341860465732595,0.00021167385116665208,0.0006900640274265197,0.00011702522389620828,0.00029131247001345996,0.0002617431450100739,0.0008176085428557844
0.0066520909549171794,1.0,0.9776327917368587,0.009359776816669862,0.0059174133411795905,0.0021626825897758132,0.0016538940192507708,0.009132538405987432,0.002638309553901971,0.006091377799534547,0.0029555892135424903,0.016528491755135682,0.012084103172592791,0.023596856584038657,0.0016541299993059382,0.00496264210746298,0.0008103124253024787,0.0018884299153476673,0.0018127771943610399,0.004785363061731071
0.018547429238236653,0.9776327917368587,0.9999999999999998,0.0048994786616194845,0.003017160851428459,0.0011645130929259552,0.0006560767416012614,0.00472604154218847,0.0005133283548842293,0.002339828378245618,0.0005803284415213086,0.005314692335126359,0.0013425303779977201,0.01617040944765793,0.0003200513601468063,0.001309659835695091,0.00012829652471507274,0.0005346829317308193,0.00027983321064874265,0.0013668393610988786
0.0010561467630310544,0.009359776816669866,0.00489947866161947,1.0000000000000002,0.9973818750578762,0.00573194328159661,0.004789227861506821,0.026496665740407082,0.008239935913219896,0.011349584025627885,0.006198071455190425,0.06940415227999523,0.08645661246071466,0.039436601425308075,0.004415396093719123,0.0329792420075177,0.0010611596491148386,0.007365243948034665,0.005181212551414434,0.03730414704278802
0.0012779547933465922,0.005917413341179589,0.0030171608514284647,0.9973818750578762,0.9999999999999999,0.004860241714079588,0.0040215471305918345,0.023954734277879457,0.008222602727183172,0.008871128288591741,0.005172799817814255,0.06880023185389596,0.09476932713551622,0.038257946143204984,0.004823341534644397,0.035949559414998354,0.0010973605656269445,0.007459559553413301,0.005026182960631195,0.03972604546160233
0.00039775305142165403,0.0021626825897758206,0.0011645130929259495,0.005731943281596619,0.0048602417140796075,0.9999999999999999,0.9973822961197484,0.043362639601678465,0.034713591718028305,0.04641609773484274,0.060428706300831476,0.05818173823731319,0.03344936495552661,0.01532961422950529,0.0524154720342406,0.06779068692210556,0.04633164647269534,0.1015614142765162,0.10088197144054467,0.05745894520071869
0.00017249142219895878,0.0016538940192507596,0.0006560767416012645,0.004789227861506821,0.00402154713059183,0.9973822961197484,1.0000000000000002,0.044653881559344806,0.03557261171457419,0.0401707601405221,0.05415393629579695,0.05960337071829539,0.03609653722848618,0.017716668258902564,0.05516814485573533,0.06058465696831542,0.0464767891858235,0.10237427804299706,0.08590499236872078,0.04619756848043335
0.001341931037020962,0.009132538405987427,0.0047260415421884715,0.026496665740407085,0.023954734277879464,0.043362639601678465,0.0446538815593448,1.0000000000000002,0.9744258038260453,0.17066579944172577,0.11418289872549058,0.19144397468462637,0.15831159894880215,0.08530209593878141,0.09874387784332052,0.1477647430779859,0.029573522171517302,0.0557952008363971,0.12696594734326366,0.24471685160285622
0.0005350002544239432,0.002638309553901963,0.0005133283548842322,0.008239935913219882,0.008222602727183177,0.03471359171802828,0.03557261171457421,0.974425803826045,0.9999999999999999,0.23078434581731738,0.15846214990499088,0.12122372133566779,0.10124781521544929,0.025152319010555597,0.10262652708256036,0.11023361763216649,0.0390026326587263,0.05285668712163604,0.11796639590639853,0.17775855754623754
0.0007896917772786759,0.006091377799534565,0.0023398283782456175,0.0113495840256279,0.008871128288591731,0.046416097734842725,0.04017076014052209,0.1706657994417258,0.23078434581731738,1.0,0.9741615697327806,0.2287669038099281,0.2027471543228889,0.09333727522632015,0.09863062235298876,0.08960203645022705,0.03819616187187157,0.056043350410677505,0.10956379620836813,0.12385727104659328
