time,Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,pid,pitch,roll,yaw
2020-Jan-01 09:20:30,43.8,15.2,15.6,0.2,217.6,0.0,0.8,0.2,0.0,51.083999999999996,18,63.55990537154612,63.55990537154612,63.55990537154612
2020-Jan-01 09:20:35,4.4,1.6,9.6,0.0,180.0,0.0,0.2,0.8,0.0,10.792,18,24.32759331837204,24.32759331837204,24.32759331837204
2020-Jan-01 09:20:40,40.0,40.75,53.0,0.5,216.0,0.0,1.0,0.0,0.0,81.8625,18,30.8925760684745,30.8925760684745,30.8925760684745
2020-Jan-01 09:20:45,16.4,17.0,45.0,0.6,228.0,0.0,0.8,0.2,0.0,53.098,18,18.825660472197164,18.825660472197164,18.825660472197164
2020-Jan-01 09:20:50,30.2,29.5,95.5,0.3,228.0,0.0,0.9,0.1,0.0,105.62899999999999,18,16.811853340544644,16.811853340544644,16.811853340544644
2020-Jan-01 09:20:55,44.0,42.0,146.0,0.0,228.0,0.0,1.0,0.0,0.0,158.16,18,16.15229303877396,16.15229303877396,16.15229303877396
2020-Jan-01 09:21:00,4.8,3.6,25.4,0.2,158.8,0.6,0.4,0.0,0.0,27.380000000000003,18,10.597869201675772,10.597869201675772,10.597869201675772
2020-Jan-01 09:21:05,44.8,14.8,50.2,0.2,68.4,0.6,0.4,0.0,0.0,70.646,18,40.56364875382904,40.56364875382904,40.56364875382904
2020-Jan-01 09:21:10,96.0,109.6,111.8,0.8,73.6,0.0,1.0,0.0,0.0,187.308,18,31.515745505709663,31.515745505709663,31.515745505709663
2020-Jan-01 09:21:15,49.2,46.6,50.6,0.2,82.4,0.2,0.8,0.0,0.0,91.89,18,35.57352980883618,35.57352980883618,35.57352980883618
2020-Jan-01 09:21:20,0.0,0.0,0.0,0.0,79.2,1.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0
2020-Jan-01 09:21:25,0.0,0.0,0.0,0.0,75.0,1.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0
2020-Jan-01 09:21:30,73.0,123.66666666666667,94.66666666666667,0.3333333333333333,71.0,0.0,1.0,0.0,0.0,182.42999999999998,18,25.113767666899466,25.113767666899466,25.113767666899466
2020-Jan-01 09:21:35,49.0,78.6,77.0,0.4,74.2,0.0,1.0,0.0,0.0,124.86800000000001,18,24.004676396299274,24.004676396299274,24.004676396299274
2020-Jan-01 09:21:40,8.0,30.8,0.0,0.0,71.4,0.0,0.2,0.0,0.8,34.339999999999996,18,14.560275619356874,14.560275619356874,14.560275619356874
2020-Jan-01 09:21:45,39.4,32.8,55.0,0.2,70.2,0.0,0.6,0.4,0.0,80.434,18,31.60238963472498,31.60238963472498,31.60238963472498
2020-Jan-01 09:21:50,0.0,0.0,0.0,0.0,71.2,0.0,0.0,1.0,0.0,0.0,18,0.0,0.0,0.0
2020-Jan-01 09:21:55,0.0,0.0,0.0,0.0,71.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0.0,0.0
2020-Jan-01 09:22:00,14.3,19.1,20.8,0.3,69.9,0.0,0.4,0.6,0.0,35.591,18,26.857154625878717,26.857154625878717,26.857154625878717
2020-Jan-01 09:22:05,28.6,38.2,41.6,0.6,68.8,0.0,0.8,0.2,0.0,71.182,18,26.857154625878717,26.857154625878717,26.857154625878717
