,acc_sleepEfficiency,macrof1_sleepEfficiency,mcc_sleepEfficiency,average_global,test_loss,sleep_metrics,expname,dataset,ntrials
0,0.7834821428571429,0.4881087996238936,0.490465304806325,0.490465304806325,0.5059514497630067,sleepEfficiency,MyTwoStepsNetLSTM_EFF_hchs_n500,hchs,500
1,0.7790178571428571,0.4865486473101492,0.4826407793298847,0.4826407793298847,0.524677239019283,sleepEfficiency,MyTwoStepsNetLSTM_EFF_hchs_n500,hchs,500
2,0.7790178571428571,0.48472062569026536,0.4805006247824193,0.4805006247824193,0.5154399584060665,sleepEfficiency,MyTwoStepsNetLSTM_EFF_hchs_n500,hchs,500
3,0.7466517857142857,0.4474611814047737,0.38727541481789673,0.38727541481789673,0.574009475411206,sleepEfficiency,MyTwoStepsNetLSTM_EFF_hchs_n500,hchs,500
4,0.7890625,0.5008535142521601,0.5148644684267298,0.5148644684267298,0.4988339798790978,sleepEfficiency,MyTwoStepsNetLSTM_EFF_hchs_n500,hchs,500
5,0.7912946428571429,0.606894297722418,0.5177143820536141,0.5177143820536141,0.4868358758922064,sleepEfficiency,MyTwoStepsNetLSTM_EFF_hchs_n500,hchs,500
6,0.7689732142857143,0.4641090739146832,0.4394215982670701,0.4394215982670701,0.5510026032555513,sleepEfficiency,MyTwoStepsNetLSTM_EFF_hchs_n500,hchs,500
7,0.7767857142857143,0.4842291248460415,0.47818791355447987,0.47818791355447987,0.499196683856251,sleepEfficiency,MyTwoStepsNetLSTM_EFF_hchs_n500,hchs,500
8,0.7689732142857143,0.5813524130178619,0.4456490282951152,0.4456490282951152,0.534438930932245,sleepEfficiency,MyTwoStepsNetLSTM_EFF_hchs_n500,hchs,500
9,0.7734375,0.4765826454630325,0.4623697422737243,0.4623697422737243,0.518704054007607,sleepEfficiency,MyTwoStepsNetLSTM_EFF_hchs_n500,hchs,500
