,acc_sleepEfficiency,macrof1_sleepEfficiency,mcc_sleepEfficiency,average_global,test_loss,sleep_metrics,expname,dataset,ntrials
0,0.8024553571428571,0.683960267395688,0.5520212340206642,0.5520212340206642,0.4814859554977147,sleepEfficiency,MyNetMPL_EFF_mesa_n500,mesa,500
1,0.8058035714285714,0.5066192263713565,0.5435323405209816,0.5435323405209816,0.4471265690618827,sleepEfficiency,MyNetMPL_EFF_mesa_n500,mesa,500
2,0.8058035714285714,0.5111841346708175,0.549269274346585,0.549269274346585,0.4663169487425932,sleepEfficiency,MyNetMPL_EFF_mesa_n500,mesa,500
3,0.7957589285714286,0.5084151952915997,0.5378956205649498,0.5378956205649498,0.4759533984095408,sleepEfficiency,MyNetMPL_EFF_mesa_n500,mesa,500
4,0.8125,0.6236481405722832,0.5636479821962599,0.5636479821962599,0.4376589005296595,sleepEfficiency,MyNetMPL_EFF_mesa_n500,mesa,500
5,0.8058035714285714,0.6853481357480745,0.5575009140923036,0.5575009140923036,0.4474144242047773,sleepEfficiency,MyNetMPL_EFF_mesa_n500,mesa,500
6,0.8191964285714286,0.6935948883039943,0.5799841806536549,0.5799841806536549,0.43949185907615035,sleepEfficiency,MyNetMPL_EFF_mesa_n500,mesa,500
7,0.796875,0.5004620551310659,0.5235707087965297,0.5235707087965297,0.44969759675886,sleepEfficiency,MyNetMPL_EFF_mesa_n500,mesa,500
8,0.7935267857142857,0.50202738283307,0.5235280171314766,0.5235280171314766,0.4593371771227904,sleepEfficiency,MyNetMPL_EFF_mesa_n500,mesa,500
9,0.796875,0.5014748865816702,0.5250250926698746,0.5250250926698746,0.4694532713995064,sleepEfficiency,MyNetMPL_EFF_mesa_n500,mesa,500
