,acc_totalSleepTime,macrof1_totalSleepTime,mcc_totalSleepTime,average_global,test_loss,sleep_metrics,expname,dataset,ntrials
0,0.6294642857142857,0.6084891654049215,0.44592459493188935,0.44592459493188935,0.7664278470090119,totalSleepTime,MyTwoStepsNetCNNLSTM_TST_hchs_n500,hchs,500
1,0.6629464285714286,0.6550663278537217,0.4934469820549209,0.4934469820549209,0.73759281909366,totalSleepTime,MyTwoStepsNetCNNLSTM_TST_hchs_n500,hchs,500
2,0.6964285714285714,0.6924166023936643,0.5399651802930759,0.5399651802930759,0.7141266596418776,totalSleepTime,MyTwoStepsNetCNNLSTM_TST_hchs_n500,hchs,500
3,0.6674107142857143,0.6581112222534199,0.49781400183610025,0.49781400183610025,0.7218515602661635,totalSleepTime,MyTwoStepsNetCNNLSTM_TST_hchs_n500,hchs,500
4,0.6941964285714286,0.6870394836075819,0.5404221029140681,0.5404221029140681,0.7022657641300241,totalSleepTime,MyTwoStepsNetCNNLSTM_TST_hchs_n500,hchs,500
5,0.6607142857142857,0.6497991475448122,0.4900927575194585,0.4900927575194585,0.7669127308904548,totalSleepTime,MyTwoStepsNetCNNLSTM_TST_hchs_n500,hchs,500
6,0.6651785714285714,0.6590571918341905,0.49291564041866087,0.49291564041866087,0.7329927972361335,totalSleepTime,MyTwoStepsNetCNNLSTM_TST_hchs_n500,hchs,500
7,0.6941964285714286,0.6966722741142247,0.5325659119619691,0.5325659119619691,0.6699193145971998,totalSleepTime,MyTwoStepsNetCNNLSTM_TST_hchs_n500,hchs,500
8,0.6372767857142857,0.6263070291563336,0.45321784273454274,0.45321784273454274,0.771214217274794,totalSleepTime,MyTwoStepsNetCNNLSTM_TST_hchs_n500,hchs,500
9,0.6830357142857143,0.6829824260508855,0.5170157529172816,0.5170157529172816,0.7088996246194359,totalSleepTime,MyTwoStepsNetCNNLSTM_TST_hchs_n500,hchs,500
