,acc_sleepEfficiency,macrof1_sleepEfficiency,mcc_sleepEfficiency,acc_awakening,macrof1_awakening,mcc_awakening,acc_totalSleepTime,macrof1_totalSleepTime,mcc_totalSleepTime,acc_combined,macrof1_combined,mcc_combined,average_global,test_loss,sleep_metrics,expname,dataset,ntrials
0,0.796875,0.6939387745698969,0.5460278081576126,0.6205357142857143,0.5356957513490411,0.31708269313935167,0.6953125,0.6920159580403973,0.5358517771177547,0.6752232142857143,0.6400027001485081,0.4544631965622988,0.4633563687442544,0.6576479852436707,all,MyNetMPL_ALL_mesa_n500,mesa,500
1,0.7979910714285714,0.7090060583595731,0.5671014787148115,0.640625,0.5686772492080107,0.36860061989072873,0.6897321428571429,0.6743294301159507,0.5464192119811624,0.7109375,0.6760193420046225,0.5162050234895239,0.4995815835190566,0.640968004155675,all,MyNetMPL_ALL_mesa_n500,mesa,500
2,0.8191964285714286,0.6765774303087735,0.5881548948084199,0.6238839285714286,0.5652389490793875,0.3361461214091806,0.6685267857142857,0.6611268089087164,0.4982227215342225,0.6741071428571429,0.63227865002216,0.44986608682041634,0.4680974561430598,0.6584772613203026,all,MyNetMPL_ALL_mesa_n500,mesa,500
3,0.7879464285714286,0.6751233383386978,0.5259274699662791,0.6171875,0.5185822699699082,0.3134914567362787,0.7020089285714286,0.7002630483816286,0.5467558608062603,0.6852678571428571,0.6626537331823376,0.4820599026118098,0.467058672530157,0.653156390928487,all,MyNetMPL_ALL_mesa_n500,mesa,500
4,0.796875,0.6938740268989377,0.5521014407992086,0.625,0.5629845480652486,0.33833484171806905,0.6953125,0.6942653598053824,0.5357376393680244,0.6674107142857143,0.6378915535836805,0.4440938523450259,0.46756694355758205,0.6567338320231116,all,MyNetMPL_ALL_mesa_n500,mesa,500
5,0.8125,0.7047032481636039,0.5758634697004714,0.625,0.5348669802930189,0.3278372525771703,0.6763392857142857,0.6665498687029788,0.5166872162647292,0.6752232142857143,0.632604155968642,0.4563178371892284,0.4691764439328998,0.6697511559505053,all,MyNetMPL_ALL_mesa_n500,mesa,500
6,0.7991071428571429,0.6394910912149756,0.5345716106900004,0.6339285714285714,0.5374744893990067,0.3446012376633788,0.6629464285714286,0.641552286447936,0.5063780454560385,0.7020089285714286,0.6560209763630516,0.5012744548683925,0.47170633716945254,0.6633920249849917,all,MyNetMPL_ALL_mesa_n500,mesa,500
7,0.8091517857142857,0.7076568921671428,0.5665471467526345,0.6339285714285714,0.5421824487370706,0.34322403479705843,0.6540178571428571,0.6335771858580329,0.49318101150948385,0.6975446428571429,0.6640786729444904,0.5004731465487506,0.47585633490198187,0.65528320441437,all,MyNetMPL_ALL_mesa_n500,mesa,500
8,0.8058035714285714,0.7072201190622242,0.5702697597320431,0.6238839285714286,0.5512755469907317,0.32835190870148595,0.6930803571428571,0.680132608274032,0.5446112079992558,0.6763392857142857,0.6502516203558238,0.4584554677047818,0.4754220860343917,0.6561528494964805,all,MyNetMPL_ALL_mesa_n500,mesa,500
9,0.8035714285714286,0.6309485580176538,0.5647872307609093,0.6372767857142857,0.5637528159983364,0.35508874503679533,0.6796875,0.6637508819327,0.5317394832944107,0.6852678571428571,0.6263207632764393,0.4660568769796906,0.4794180840179515,0.6583220165325027,all,MyNetMPL_ALL_mesa_n500,mesa,500
