,acc_awakening,macrof1_awakening,mcc_awakening,average_global,test_loss,sleep_metrics,expname,dataset,ntrials
0,0.6276041666666666,0.5491362208738263,0.3541224258052773,0.3541224258052773,0.77930625351862,awakening,MyNetLSTM_AWE_mesa_n500,mesa,500
1,0.6197916666666666,0.5327987243010941,0.34025870966667904,0.34025870966667904,0.7867401522177602,awakening,MyNetLSTM_AWE_mesa_n500,mesa,500
2,0.6158854166666666,0.5289389602766873,0.32951691426439444,0.32951691426439444,0.7886654909805104,awakening,MyNetLSTM_AWE_mesa_n500,mesa,500
3,0.6236979166666666,0.5356653375024975,0.350673270108623,0.350673270108623,0.7883973398835721,awakening,MyNetLSTM_AWE_mesa_n500,mesa,500
4,0.6263020833333334,0.5521531892783768,0.3507421083507985,0.3507421083507985,0.782643085236837,awakening,MyNetLSTM_AWE_mesa_n500,mesa,500
5,0.6223958333333334,0.5391138476397441,0.3506248158492882,0.3506248158492882,0.8104182058031434,awakening,MyNetLSTM_AWE_mesa_n500,mesa,500
6,0.625,0.5480450769842804,0.34707239487001085,0.34707239487001085,0.778263952430426,awakening,MyNetLSTM_AWE_mesa_n500,mesa,500
7,0.6223958333333334,0.5439979270228203,0.3388489945090041,0.3388489945090041,0.7804004923412876,awakening,MyNetLSTM_AWE_mesa_n500,mesa,500
8,0.6158854166666666,0.5209475112435578,0.31964691958542346,0.31964691958542346,0.7973253083556656,awakening,MyNetLSTM_AWE_mesa_n500,mesa,500
9,0.6145833333333334,0.5247171767902599,0.31921177293332886,0.31921177293332886,0.7850432533857941,awakening,MyNetLSTM_AWE_mesa_n500,mesa,500
