,acc_combined,macrof1_combined,mcc_combined,average_global,test_loss,sleep_metrics,expname,dataset,ntrials
0,0.44642857142857145,0.20576131687242802,0.0,0.0,1.0287046165538969,combined,MyNetLSTM_COM_hchs_n500,hchs,500
1,0.6618303571428571,0.6243219922343498,0.43668682290139726,0.43668682290139726,0.7557402876270337,combined,MyNetLSTM_COM_hchs_n500,hchs,500
2,0.671875,0.6264719875480107,0.4524648057394122,0.4524648057394122,0.6950132814963118,combined,MyNetLSTM_COM_hchs_n500,hchs,500
3,0.6808035714285714,0.6438512551058935,0.46383141346011364,0.46383141346011364,0.7338690762947965,combined,MyNetLSTM_COM_hchs_n500,hchs,500
4,0.6863839285714286,0.6328492558748267,0.4668630939805325,0.4668630939805325,0.6834366460936661,combined,MyNetLSTM_COM_hchs_n500,hchs,500
5,0.6785714285714286,0.6444669014086938,0.45821328006901413,0.45821328006901413,0.8248679117382399,combined,MyNetLSTM_COM_hchs_n500,hchs,500
6,0.6696428571428571,0.6309394185379671,0.4470555650267708,0.4470555650267708,0.7292451281844448,combined,MyNetLSTM_COM_hchs_n500,hchs,500
7,0.44642857142857145,0.20576131687242802,0.0,0.0,1.0036152358796115,combined,MyNetLSTM_COM_hchs_n500,hchs,500
8,0.6852678571428571,0.6419104896860369,0.46676601800376905,0.46676601800376905,0.6982224982025327,combined,MyNetLSTM_COM_hchs_n500,hchs,500
9,0.6852678571428571,0.6413967847938391,0.47298680115369157,0.47298680115369157,0.7336304022108873,combined,MyNetLSTM_COM_hchs_n500,hchs,500
