,acc_combined,macrof1_combined,mcc_combined,average_global,test_loss,sleep_metrics,expname,dataset,ntrials
0,0.6276041666666666,0.4455779501651061,0.35705788176181863,0.35705788176181863,0.7857826832187604,combined,MyNetLSTM_COM_mesa_n500,mesa,500
1,0.484375,0.34723839282456476,0.22592486655763325,0.22592486655763325,0.8402319138941307,combined,MyNetLSTM_COM_mesa_n500,mesa,500
2,0.6484375,0.46622117410702035,0.3987136765687368,0.3987136765687368,0.7619982863657166,combined,MyNetLSTM_COM_mesa_n500,mesa,500
3,0.5455729166666666,0.5438384315450485,0.3224809949140908,0.3224809949140908,0.84712292824867,combined,MyNetLSTM_COM_mesa_n500,mesa,500
4,0.6393229166666666,0.4568721530995445,0.37805716998292105,0.37805716998292105,0.7762850761685501,combined,MyNetLSTM_COM_mesa_n500,mesa,500
5,0.6458333333333334,0.46135387872728345,0.3897759944711574,0.3897759944711574,0.8056756255625942,combined,MyNetLSTM_COM_mesa_n500,mesa,500
6,0.6471354166666666,0.6237433278049833,0.4354207832642286,0.4354207832642286,0.8012009056614939,combined,MyNetLSTM_COM_mesa_n500,mesa,500
7,0.625,0.4509480066346354,0.3554690004697265,0.3554690004697265,0.9205023435977883,combined,MyNetLSTM_COM_mesa_n500,mesa,500
8,0.4427083333333333,0.2064039473217668,0.03341523377731861,0.03341523377731861,0.9225499632716502,combined,MyNetLSTM_COM_mesa_n500,mesa,500
9,0.6393229166666666,0.4607693861173557,0.3980456705217624,0.3980456705217624,0.7690287397665574,combined,MyNetLSTM_COM_mesa_n500,mesa,500
