,acc_awakening,macrof1_awakening,mcc_awakening,average_global,test_loss,sleep_metrics,expname,dataset,ntrials
0,0.6302083333333334,0.5589395474320676,0.360181359525459,0.360181359525459,0.7832269946750926,awakening,MyNetMPL_AWE_hchs_n500,hchs,500
1,0.5833333333333334,0.38736765242789334,0.25053820039799074,0.25053820039799074,0.8189205769039102,awakening,MyNetMPL_AWE_hchs_n500,hchs,500
2,0.6354166666666666,0.5707974139425985,0.3737512123475248,0.3737512123475248,0.7949517018811368,awakening,MyNetMPL_AWE_hchs_n500,hchs,500
3,0.6302083333333334,0.5579325063665747,0.36018463272206747,0.36018463272206747,0.7839106665015488,awakening,MyNetMPL_AWE_hchs_n500,hchs,500
4,0.5559895833333334,0.36764171578986393,0.19357747406042988,0.19357747406042988,1.0450620920973233,awakening,MyNetMPL_AWE_hchs_n500,hchs,500
5,0.6145833333333334,0.49922641996955774,0.33985191633293255,0.33985191633293255,0.7968256203319123,awakening,MyNetMPL_AWE_hchs_n500,hchs,500
6,0.5377604166666666,0.3024468650320987,0.10163012724905424,0.10163012724905424,0.8240169279907903,awakening,MyNetMPL_AWE_hchs_n500,hchs,500
7,0.3541666666666667,0.3396302591051463,0.16880146059085038,0.16880146059085038,1.1099303718593574,awakening,MyNetMPL_AWE_hchs_n500,hchs,500
8,0.6341145833333334,0.5866305099288615,0.3765838429903962,0.3765838429903962,0.792382552256904,awakening,MyNetMPL_AWE_hchs_n500,hchs,500
9,0.640625,0.5749286434565622,0.3745081593279065,0.3745081593279065,0.7956811286837642,awakening,MyNetMPL_AWE_hchs_n500,hchs,500
