,acc_sleepEfficiency,macrof1_sleepEfficiency,mcc_sleepEfficiency,average_global,test_loss,sleep_metrics,expname,dataset,ntrials
0,0.7455357142857143,0.4110520094562648,0.35606270370225224,0.35606270370225224,0.5653221136370739,sleepEfficiency,MyTwoStepsNetCNNLSTM_EFF_mesa_n500,mesa,500
1,0.6852678571428571,0.2710816777041942,0.0,0.0,0.5772413731352294,sleepEfficiency,MyTwoStepsNetCNNLSTM_EFF_mesa_n500,mesa,500
2,0.7555803571428571,0.5504334319616343,0.41648747365850003,0.41648747365850003,0.5465781154769891,sleepEfficiency,MyTwoStepsNetCNNLSTM_EFF_mesa_n500,mesa,500
3,0.7220982142857143,0.3568647032591559,0.27267099344022866,0.27267099344022866,0.5679739844758788,sleepEfficiency,MyTwoStepsNetCNNLSTM_EFF_mesa_n500,mesa,500
4,0.7712053571428571,0.46570483527005263,0.4443278411884257,0.4443278411884257,0.561535861303625,sleepEfficiency,MyTwoStepsNetCNNLSTM_EFF_mesa_n500,mesa,500
5,0.7712053571428571,0.46759587086750615,0.44648485785745734,0.44648485785745734,0.5206178078379549,sleepEfficiency,MyTwoStepsNetCNNLSTM_EFF_mesa_n500,mesa,500
6,0.7366071428571429,0.5080831896285759,0.35906688938647724,0.35906688938647724,0.5570471546992379,sleepEfficiency,MyTwoStepsNetCNNLSTM_EFF_mesa_n500,mesa,500
7,0.7354910714285714,0.4690186552293474,0.3505287692475701,0.3505287692475701,0.5669426935366092,sleepEfficiency,MyTwoStepsNetCNNLSTM_EFF_mesa_n500,mesa,500
8,0.7678571428571429,0.4555487139438721,0.4301963211605787,0.4301963211605787,0.5379740594174549,sleepEfficiency,MyTwoStepsNetCNNLSTM_EFF_mesa_n500,mesa,500
9,0.7042410714285714,0.414746924283709,0.24057264403617806,0.24057264403617806,0.5734950975661832,sleepEfficiency,MyTwoStepsNetCNNLSTM_EFF_mesa_n500,mesa,500
