,acc_sleepEfficiency,macrof1_sleepEfficiency,mcc_sleepEfficiency,acc_awakening,macrof1_awakening,mcc_awakening,acc_totalSleepTime,macrof1_totalSleepTime,mcc_totalSleepTime,acc_combined,macrof1_combined,mcc_combined,average_global,test_loss,sleep_metrics,expname,dataset,ntrials
0,0.796875,0.6558003077340094,0.5339872672453693,0.6194196428571429,0.5507197368099715,0.32146318256061185,0.703125,0.697894884102099,0.5502876762978514,0.6863839285714286,0.6434014464034239,0.4710846711931255,0.46920569932423956,0.6584280218235993,all,MyTwoStepsNetMPL_ALL_mesa_n500,mesa,500
1,0.8158482142857143,0.6938353249931456,0.5759108503915429,0.6372767857142857,0.5558003900037402,0.3485148664779494,0.7176339285714286,0.7097660983479273,0.5751083416239887,0.7020089285714286,0.6698598972026869,0.49983409567129805,0.49984203854119474,0.6468029672157638,all,MyTwoStepsNetMPL_ALL_mesa_n500,mesa,500
2,0.7924107142857143,0.6588701017083226,0.5251253962288566,0.6194196428571429,0.5467818079933676,0.32016767263907503,0.7131696428571429,0.7070636604241539,0.5677919686155039,0.6975446428571429,0.6640157277183244,0.4920412877128193,0.4762815812990637,0.6436330436318555,all,MyTwoStepsNetMPL_ALL_mesa_n500,mesa,500
3,0.8013392857142857,0.6622902948458349,0.5473152010936341,0.6283482142857143,0.5424503870159,0.3336889749943458,0.7120535714285714,0.7025440913667595,0.5702589226368405,0.6930803571428571,0.661685530580796,0.4850879054963655,0.48408775105529644,0.6462446861806531,all,MyTwoStepsNetMPL_ALL_mesa_n500,mesa,500
4,0.7979910714285714,0.6630818957673646,0.5308740489174564,0.6238839285714286,0.5573032518658997,0.33328951754770686,0.7354910714285714,0.7304388550937645,0.6013817715462535,0.6696428571428571,0.6216214589629391,0.444481794256237,0.4775067830669134,0.641383434045399,all,MyTwoStepsNetMPL_ALL_mesa_n500,mesa,500
5,0.8035714285714286,0.6445408362059548,0.5504700979770405,0.6171875,0.5341540482650992,0.3117243893921175,0.7165178571428571,0.7124115774558631,0.5716594264577953,0.6808035714285714,0.6331294187499966,0.4662888279517793,0.4750356854446831,0.6457201566346891,all,MyTwoStepsNetMPL_ALL_mesa_n500,mesa,500
6,0.8024553571428571,0.6498968351799647,0.5362229268261745,0.6149553571428571,0.5244281219778724,0.3006817640460388,0.7209821428571429,0.7119285205027976,0.5828453077744261,0.6852678571428571,0.632041597776224,0.46845280041814863,0.47205069976619707,0.6442534813109323,all,MyTwoStepsNetMPL_ALL_mesa_n500,mesa,500
7,0.8002232142857143,0.6750604066763316,0.5384117016768639,0.6194196428571429,0.5321297684491088,0.3125064130993486,0.703125,0.6995160904414767,0.5488718192015076,0.6930803571428571,0.6529059237624795,0.4826986960491977,0.4706221575067295,0.6476024078376623,all,MyTwoStepsNetMPL_ALL_mesa_n500,mesa,500
8,0.7979910714285714,0.6792396168943707,0.5338646863665477,0.6160714285714286,0.5319041485231836,0.30820481439139225,0.7198660714285714,0.7177052847733405,0.5747484352471145,0.6696428571428571,0.6246001499915822,0.44406328177267457,0.46522030444443224,0.639556398609156,all,MyTwoStepsNetMPL_ALL_mesa_n500,mesa,500
9,0.8058035714285714,0.6750476381137487,0.5490643097705137,0.6350446428571429,0.5588794146032813,0.34720396638223316,0.7075892857142857,0.7042415328229099,0.5582466699787392,0.7020089285714286,0.6691810962451163,0.5061469477663899,0.49016547347446904,0.6448453904138862,all,MyTwoStepsNetMPL_ALL_mesa_n500,mesa,500
