,acc_awakening,macrof1_awakening,mcc_awakening,average_global,test_loss,sleep_metrics,expname,dataset,ntrials
0,0.6341145833333334,0.5813448177023545,0.3690391722390115,0.3690391722390115,0.8470789498657304,awakening,MyNetCNNLSTM_AWE_hchs_n500,hchs,500
1,0.6432291666666666,0.5755723994164517,0.3801418854155875,0.3801418854155875,0.8228367047234973,awakening,MyNetCNNLSTM_AWE_hchs_n500,hchs,500
2,0.6067708333333334,0.47996755468462976,0.3141763562831357,0.3141763562831357,0.8017580604953342,awakening,MyNetCNNLSTM_AWE_hchs_n500,hchs,500
3,0.6380208333333334,0.577523175245838,0.3727730564839422,0.3727730564839422,0.7796335632932155,awakening,MyNetCNNLSTM_AWE_hchs_n500,hchs,500
4,0.6276041666666666,0.5405809605982168,0.3582326402858286,0.3582326402858286,0.8040480180112669,awakening,MyNetCNNLSTM_AWE_hchs_n500,hchs,500
5,0.6302083333333334,0.5903358742233422,0.37341298048608684,0.37341298048608684,0.8171503630659531,awakening,MyNetCNNLSTM_AWE_hchs_n500,hchs,500
6,0.60546875,0.44559858492341275,0.34306870831275055,0.34306870831275055,0.7984706321720595,awakening,MyNetCNNLSTM_AWE_hchs_n500,hchs,500
7,0.16276041666666666,0.0933184023889511,0.0,0.0,1.160841363627912,awakening,MyNetCNNLSTM_AWE_hchs_n500,hchs,500
8,0.63671875,0.5324729063667443,0.39043749228541835,0.39043749228541835,0.8456372472465997,awakening,MyNetCNNLSTM_AWE_hchs_n500,hchs,500
9,0.6484375,0.5993411338756293,0.39812470649524534,0.39812470649524534,0.846884097046877,awakening,MyNetCNNLSTM_AWE_hchs_n500,hchs,500
