trial_id,loss,mcc,acc,macroF1,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.structure,config.learning_rate,config.batch_size,config.monitor,config.shared_output_size,config.opt_step_size,config.weight_decay,config.dropout_input_layers,config.dropout_inner_layers,config.sleep_metrics
016a8_00497,0.7125844955444336,0.3448186218738556,0.7135416865348816,0.47374221682548523,4.449354648590088,True,,,34,b010e60b444e49a6ba584d2327436064,2021-10-11_14-50-14,1633953014,155.14655303955078,183303,crimv3mgpu004,10.141.0.2,155.14655303955078,0,34,"497_batch_size=128,dropout_inner_layers=0.30993,dropout_input_layers=0.9061,learning_rate=4.7879e-05,monitor=loss,opt_step_size=7,shared_output_size=197,weight_decay=0.00091596",mpl,4.7879442333824666e-05,128,loss,197,7,0.0009159613481501779,0.90610048663333,0.309933096527655,['awakening']
